TASK,TrialIndex,Jitter,ScannerRun,BlockNr,TrialType,StimType,CurrentImage,CurrentX,CurrentY,EncodingTrialIndex,EncodingStimType,EncodingImage,EncodingXcoordinate,EncodingYcoordinate,TripletMemberA,TripletMemberB,TripletMemberC,Xcoordinate,Ycoordinate,Xcoordinate_lure1,Ycoordinate_lure1,Xcoordinate_lure2,Ycoordinate_lure2,Xcoordinate_foil,Ycoordinate_foil
REC,68,2000,4,2,OBJ,FOIL,stimuli/fractals/96b.jpg,0.332540225479892,-0.327558829660959,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
REC,69,500,4,2,OBJ,TARGET,stimuli/fractals/158b.jpg,0.030854897978605,-0.0898572332381314,114.0,OLP,stimuli/fractals/158b.jpg,0.030854897978605,-0.0898572332381314,stimuli/fractals/158b.jpg,stimuli/fractals/158c.jpg,stimuli/fractals/158a.jpg,0.030854897978605,-0.0898572332381314,0.241126845944056,0.131463807539371,0.353611823516222,0.129879363989893,-0.3663110157061,0.369898103420555
REC,70,1000,4,2,OBJ,LURE,stimuli/fractals/104c.jpg,-0.331957843102858,0.397577884236199,138.0,ERP,stimuli/fractals/104b.jpg,-0.331957843102858,0.397577884236199,stimuli/fractals/104b.jpg,stimuli/fractals/104a.jpg,stimuli/fractals/104c.jpg,-0.331957843102858,0.397577884236199,-0.300768806878609,-0.0638867020838267,-0.296752050118636,-0.0568528783557161,0.328274999743388,0.263468263011311
REC,71,3000,4,2,OBJ,FOIL,stimuli/fractals/133a.jpg,-0.213851331231992,0.344379613613032,0.0,FOIL,nan,0.0,0.0,,,,,,,,,,,
REC,72,1000,4,2,OBJ,LURE,stimuli/fractals/81a.jpg,-0.0434885583738372,-0.127343599685674,140.0,ERP,stimuli/fractals/81b.jpg,-0.0434885583738372,-0.127343599685674,stimuli/fractals/81b.jpg,stimuli/fractals/81c.jpg,stimuli/fractals/81a.jpg,-0.0434885583738372,-0.127343599685674,0.0990321127241035,-0.414656324174232,-0.255319907484808,-0.138079994488962,0.371029641264247,0.322025656817655
REC,73,1000,6,3,LOC,FOIL,stimuli/fractals/48b.jpg,0.0251980965320303,0.371076550336115,153.0,LLP,stimuli/fractals/48b.jpg,-0.371131761231087,-0.210997189425917,stimuli/fractals/48b.jpg,stimuli/fractals/48c.jpg,stimuli/fractals/48a.jpg,-0.371131761231087,-0.210997189425917,-0.164078055372599,-0.404821758172693,-0.156175937570576,-0.415574120629593,0.0251980965320303,0.371076550336115
REC,74,500,6,3,LOC,TARGET,stimuli/fractals/94a.jpg,0.178816760933561,-0.113965835627283,154.0,ERP,stimuli/fractals/94a.jpg,0.178816760933561,-0.113965835627283,stimuli/fractals/94a.jpg,stimuli/fractals/94c.jpg,stimuli/fractals/94b.jpg,0.178816760933561,-0.113965835627283,-0.0237326625729139,-0.413070510568605,0.0547688396136814,0.363877032311566,-0.243429230658381,0.332523331048189
REC,75,1000,6,3,LOC,FOIL,stimuli/fractals/119a.jpg,0.268690106382157,0.372535131691407,157.0,ERP,stimuli/fractals/119a.jpg,-0.336779950625823,-0.283807093067177,stimuli/fractals/119a.jpg,stimuli/fractals/119c.jpg,stimuli/fractals/119b.jpg,-0.336779950625823,-0.283807093067177,-0.347526859697148,0.182097114655049,-0.186591960486615,0.0250965661048569,0.268690106382157,0.372535131691407
REC,76,1000,6,3,LOC,LURE,stimuli/fractals/3a.jpg,-0.0171411806017458,0.287731825065269,155.0,LLP,stimuli/fractals/3a.jpg,0.0710643378023241,-0.308499618701393,stimuli/fractals/3a.jpg,stimuli/fractals/3c.jpg,stimuli/fractals/3b.jpg,0.0710643378023241,-0.308499618701393,0.3441435269374,-0.105781294544846,-0.0171411806017458,0.287731825065269,-0.273819267080282,0.277883367674842
REC,77,2000,6,3,LOC,TARGET,stimuli/fractals/163c.jpg,-0.136824523711616,0.010710908271162,158.0,LLP,stimuli/fractals/163c.jpg,-0.136824523711616,0.010710908271162,stimuli/fractals/163c.jpg,stimuli/fractals/163b.jpg,stimuli/fractals/163a.jpg,-0.136824523711616,0.010710908271162,-0.327301215188173,0.360133174472974,-0.385777738761012,0.268460774276259,0.354964361468714,0.278377967530394
REC,78,2000,6,3,LOC,LURE,stimuli/fractals/136b.jpg,0.186209228095651,0.140020050571561,159.0,ERP,stimuli/fractals/136b.jpg,0.246128982506995,-0.322348565408034,stimuli/fractals/136b.jpg,stimuli/fractals/136c.jpg,stimuli/fractals/136a.jpg,0.246128982506995,-0.322348565408034,0.0743483908996435,0.000477853945810651,0.186209228095651,0.140020050571561,-0.360976679383131,0.327854314704591
